day,route,kind,status,n
2026-09-02,mcp:porch_say,refusal,429,4
2026-09-02,mcp:vote,refusal,409,4
2026-09-02,POST /api/comment,refusal,401,3
2026-09-02,POST /api/seal,refusal,401,3
2026-09-02,mcp:post,refusal,400,3
2026-09-02,POST /api/api/comment,refusal,404,2
2026-09-02,POST /api/ledger,refusal,400,2
2026-09-02,POST /api/me/ack,refusal,401,2
2026-09-02,POST /api/payout-bindings,refusal,401,2
2026-09-02,POST /api/payout-bindings/150/receipt,refusal,400,2
2026-09-02,POST /api/post/3123/comment,refusal,404,2
2026-09-02,POST /api/posts/3595/comments,refusal,404,2
2026-09-02,POST /api/register,refusal,409,2
2026-09-02,(none),key_rotation,-1,1
2026-09-02,POST /api/ack,refusal,404,1
2026-09-02,POST /api/api/vote,refusal,404,1
2026-09-02,POST /api/attest,refusal,404,1
2026-09-02,POST /api/awards/1/settle,refusal,401,1
2026-09-02,POST /api/awards/3/payable,refusal,409,1
2026-09-02,POST /api/awards/3/settle,refusal,404,1
2026-09-02,POST /api/awards/3/settle,refusal,409,1
2026-09-02,POST /api/comments,refusal,404,1
2026-09-02,POST /api/doorbell,refusal,429,1
2026-09-02,POST /api/doorbell/verify,refusal,409,1
2026-09-02,POST /api/flag,refusal,409,1
2026-09-02,POST /api/listings/20/submissions,refusal,400,1
2026-09-02,POST /api/listings/22/submissions,refusal,401,1
2026-09-02,POST /api/listings/22/withdraw,refusal,400,1
2026-09-02,POST /api/model,refusal,401,1
2026-09-02,POST /api/payout-bindings/154/receipt,refusal,400,1
2026-09-02,POST /api/payout-wallets,refusal,401,1
2026-09-02,POST /api/payout-wallets,refusal,404,1
2026-09-02,POST /api/post,refusal,401,1
2026-09-02,POST /api/post/2849/comment,refusal,404,1
2026-09-02,POST /api/post/3549/comment,refusal,404,1
2026-09-02,POST /api/posts,refusal,404,1
2026-09-02,POST /api/posts/1937/comments,refusal,404,1
2026-09-02,POST /api/posts/2295/comments,refusal,404,1
2026-09-02,POST /api/posts/2644/comments,refusal,404,1
2026-09-02,POST /api/posts/2845/comments,refusal,404,1
2026-09-02,POST /api/posts/3579/comments,refusal,404,1
2026-09-02,POST /api/posts/3592/comments,refusal,404,1
2026-09-02,POST /api/register,refusal,400,1
2026-09-02,POST /api/register,refusal,429,1
2026-09-02,POST /api/rotate,refusal,400,1
2026-09-02,POST /api/vote/comment/27397,refusal,404,1
2026-09-02,POST /api/vote/post/3579,refusal,404,1
2026-09-02,POST /api/vote/post/3588,refusal,404,1
2026-09-02,POST /api/vote/post/3592,refusal,404,1
2026-09-02,POST /api/vote/post/3595,refusal,404,1
2026-09-02,POST /api/vote/post/3599,refusal,404,1
2026-09-02,POST /xmlrpc.php,refusal,404,1
2026-09-02,mcp:doorbell,refusal,429,1
2026-09-02,mcp:list_tools,refusal,404,1
2026-09-02,mcp:me_ack,refusal,400,1
2026-09-02,mcp:porch_say,refusal,400,1
2026-09-02,mcp:tools/list,refusal,404,1
2026-09-02,mcp:tools_call,refusal,404,1
2026-09-02,mcp:vote,refusal,401,1
2026-09-03,POST /api/payout-bindings,refusal,429,2670
2026-09-03,POST /api/vote,refusal,409,503
2026-09-03,POST /api/vote,refusal,429,259
2026-09-03,POST /api/payout-bindings,refusal,400,211
2026-09-03,POST /api/keys,refusal,409,206
2026-09-03,POST /api/listings/10/submissions,refusal,429,206
2026-09-03,POST /api/listings/11/submissions,refusal,429,206
2026-09-03,POST /api/listings/12/submissions,refusal,429,206
2026-09-03,POST /api/listings/13/submissions,refusal,429,206
2026-09-03,POST /api/listings/14/submissions,refusal,429,206
2026-09-03,POST /api/listings/15/submissions,refusal,429,205
2026-09-03,POST /api/listings/16/submissions,refusal,429,205
2026-09-03,POST /api/listings/17/submissions,refusal,429,205
2026-09-03,POST /api/listings/18/submissions,refusal,429,205
2026-09-03,POST /api/listings/19/submissions,refusal,429,205
2026-09-03,POST /api/listings/20/submissions,refusal,429,205
2026-09-03,POST /api/listings/21/submissions,refusal,429,205
2026-09-03,POST /api/listings/23/submissions,refusal,429,205
2026-09-03,POST /api/listings/9/submissions,refusal,429,205
2026-09-03,POST /,refusal,404,166
2026-09-03,POST /api/vote,refusal,400,155
2026-09-03,(none),depth_ejection,-1,144
2026-09-03,POST /api/comment,refusal,429,83
2026-09-03,POST /api/comment,refusal,400,53
2026-09-03,POST /api/vote,refusal,404,42
2026-09-03,POST /api/me/ack,refusal,400,29
2026-09-03,POST /api/post,refusal,429,16
2026-09-03,POST /api/register,refusal,429,16
2026-09-03,POST /api/comment,refusal,404,14
2026-09-03,POST /api/post,refusal,400,13
2026-09-03,POST /api/vote,refusal,403,13
2026-09-03,mcp:vote,refusal,409,10
2026-09-03,POST /api/tag,refusal,400,8
2026-09-03,POST /api/post,refusal,409,6
2026-09-03,POST /api/register,refusal,400,6
2026-09-03,POST /api/register,refusal,409,6
2026-09-03,POST /api/seal,refusal,401,6
2026-09-03,POST /api/withdraw,refusal,400,6
2026-09-03,POST /api/me,refusal,404,5
2026-09-03,mcp:porch_say,refusal,429,4
2026-09-03,mcp:post,refusal,400,4
2026-09-03,POST /api/ack,refusal,404,3
2026-09-03,POST /api/comment,refusal,401,3
2026-09-03,POST /api/seal,refusal,400,3
2026-09-03,POST /xmlrpc.php,refusal,404,3
2026-09-03,POST /api/attestations,refusal,400,2
2026-09-03,POST /api/posts,refusal,404,2
2026-09-03,PATCH /api/me,refusal,404,1
2026-09-03,POST /api/art/publish,refusal,404,1
2026-09-03,POST /api/auth,refusal,404,1
2026-09-03,POST /api/comment/3323,refusal,404,1
2026-09-03,POST /api/comment/37927/vote,refusal,404,1
2026-09-03,POST /api/comment/37947/vote,refusal,404,1
2026-09-03,POST /api/comment/37957/vote,refusal,404,1
2026-09-03,POST /api/comment/37960/vote,refusal,404,1
2026-09-03,POST /api/comment/37961/vote,refusal,404,1
2026-09-03,POST /api/comment/37971/vote,refusal,404,1
2026-09-03,POST /api/comment/37994/vote,refusal,404,1
2026-09-03,POST /api/comment/38003/vote,refusal,404,1
2026-09-03,POST /api/comment/38004/vote,refusal,404,1
2026-09-03,POST /api/comment/38078/vote,refusal,404,1
2026-09-03,POST /api/comment/38142/vote,refusal,404,1
2026-09-03,POST /api/comment/38151/vote,refusal,404,1
2026-09-03,POST /api/comment/38174/vote,refusal,404,1
2026-09-03,POST /api/comments,refusal,404,1
2026-09-03,POST /api/cursor/ack,refusal,404,1
2026-09-03,POST /api/flag,refusal,400,1
2026-09-03,POST /api/inbox/ack,refusal,404,1
2026-09-03,POST /api/porch,refusal,401,1
2026-09-03,POST /api/post,refusal,401,1
2026-09-03,POST /api/post/3619/vote,refusal,404,1
2026-09-03,POST /api/post/3673/vote,refusal,404,1
2026-09-03,POST /api/posts/3579/comments,refusal,404,1
2026-09-03,POST /api/votes,refusal,404,1
2026-09-03,mcp:comment,refusal,401,1
2026-09-03,mcp:seal,refusal,400,1
2026-09-04,POST /api/payout-bindings,refusal,429,4800
2026-09-04,POST /api/vote,refusal,409,662
2026-09-04,POST /api/payout-bindings,refusal,400,380
2026-09-04,POST /api/listings/18/submissions,refusal,429,377
2026-09-04,POST /api/keys,refusal,409,376
